Dniva;AGI
Dniva12184;AT1G29400
Dniva6979;AT1G29470
Dniva12185;AT1G29470
Dniva19381;AT1G29340
Dniva6986;AT1G29340
Dniva12195;AT1G29340
Dniva12216;AT1G29418
Dniva12217;AT1G29418
Dniva12246;AT1G29418
Dniva12319;AT1G29418
Dniva12215;AT1G29418
Dniva31394;AT1G29530
Dniva12219;AT1G29530
Dniva12227;AT1G29700
Dniva12220;AT1G29700
Dniva29033;AT5G37890
Dniva32962;AT5G37890
Dniva32966;AT5G37890
Dniva3437;AT5G37890
Dniva3439;AT5G37890
Dniva3497;AT5G37890
Dniva6655;AT5G37890
Dniva12223;AT5G37890
Dniva12232;AT1G29720
Dniva12233;AT1G29720
Dniva12235;AT1G29720
Dniva12237;AT1G29720
Dniva12238;AT1G29720
Dniva12241;AT1G29720
Dniva12242;AT1G29720
Dniva12243;AT1G29720
Dniva12244;AT1G29720
Dniva12229;AT1G29720
Dniva12251;AT1G29630
Dniva18926;AT4G03728
Dniva1922;AT4G03728
Dniva22469;AT4G03728
Dniva24309;AT4G03728
Dniva25537;AT4G03728
Dniva256;AT4G03728
Dniva26293;AT4G03728
Dniva28487;AT4G03728
Dniva31109;AT4G03728
Dniva6294;AT4G03728
Dniva6672;AT4G03728
Dniva12236;AT4G03728
Dniva3469;AT3G55510
Dniva9860;AT3G55510
Dniva12240;AT3G55510
Dniva12266;AT1G10110
Dniva15101;AT1G10110
Dniva15103;AT1G10110
Dniva15105;AT1G10110
Dniva15192;AT1G10110
Dniva468;AT1G10110
Dniva12259;AT1G10110
Dniva6190;AT1G24256
Dniva1228;AT1G24256
Dniva832;AT1G24256
Dniva1229;AT1G24256
Dniva871;AT1G24256
Dniva18748;AT1G24256
Dniva197;AT1G24256
Dniva29589;AT1G24256
Dniva3082;AT1G24256
Dniva3791;AT1G24256
Dniva3834;AT1G24256
Dniva3891;AT1G24256
Dniva3993;AT1G24256
Dniva4322;AT1G24256
Dniva4332;AT1G24256
Dniva4889;AT1G24256
Dniva4892;AT1G24256
Dniva4897;AT1G24256
Dniva4898;AT1G24256
Dniva4900;AT1G24256
Dniva4906;AT1G24256
Dniva5545;AT1G24256
Dniva6174;AT1G24256
Dniva1227;AT1G24256
Dniva12282;AT1G29080
Dniva12288;AT1G29080
Dniva12270;AT1G29080
Dniva27550;AT4G34050
Dniva18903;AT5G50375
Dniva23567;AT5G50375
Dniva12294;AT5G50375
Dniva29745;AT4G20450
Dniva12307;AT4G20450
Dniva12826;AT1G29150
Dniva12836;AT1G29150
Dniva12312;AT1G29150
Dniva12350;AT1G28330
Dniva12323;AT1G28330
Dniva6897;AT1G28280
Dniva6890;AT1G28240
Dniva12331;AT1G28240
Dniva3073;AT3G53310
Dniva12332;AT3G53310
Dniva12336;AT1G28480
Dniva3241;AT1G28480
Dniva12335;AT1G28480
Dniva17719;AT1G28340
Dniva12349;AT1G28340
Dniva33184;AT1G47056
Dniva12363;AT1G47056
Dniva30100;AT1G47200
Dniva12375;AT1G47200
Dniva12650;AT1G24430
Dniva12380;AT1G24430
Dniva19547;AT3G22840
Dniva3141;AT3G22840
Dniva12387;AT3G22840
Dniva4180;AT3G62690
Dniva4181;AT3G62690
Dniva1240;AT3G62690
Dniva12810;AT1G25682
Dniva12400;AT1G25682
Dniva14564;AT1G13200
Dniva12412;AT1G13200
Dniva6889;AT2G33750
Dniva12413;AT2G33750
Dniva33242;AT1G27940
Dniva12417;AT1G27940
Dniva12422;AT1G28120
Dniva12418;AT1G28120
Dniva12669;AT5G40930
Dniva33398;AT5G40930
Dniva12419;AT5G40930
Dniva32544;AT2G47680
Dniva1242;AT2G47680
Dniva14254;AT3G20400
Dniva18473;AT3G20400
Dniva18741;AT3G20400
Dniva19116;AT3G20400
Dniva19243;AT3G20400
Dniva12429;AT3G20400
Dniva5787;AT1G28130
Dniva12436;AT1G28130
Dniva1251;AT4G22100
Dniva1255;AT4G22100
Dniva1256;AT4G22100
Dniva1257;AT4G22100
Dniva1605;AT4G22100
Dniva17632;AT4G22100
Dniva19821;AT4G22100
Dniva19837;AT4G22100
Dniva32308;AT4G22100
Dniva32507;AT4G22100
Dniva4150;AT4G22100
Dniva1245;AT4G22100
Dniva6872;AT2G33510
Dniva12450;AT2G33510
Dniva1313;AT2G46494
Dniva1848;AT2G46494
Dniva1852;AT2G46494
Dniva12455;AT2G46494
Dniva12474;AT1G47655
Dniva12463;AT1G47655
Dniva12484;AT1G47550
Dniva12486;AT1G47550
Dniva12480;AT1G47550
Dniva17851;AT3G21130
Dniva19614;AT3G21130
Dniva19619;AT3G21130
Dniva19621;AT3G21130
Dniva19625;AT3G21130
Dniva19648;AT3G21130
Dniva22002;AT3G21130
Dniva3924;AT3G21130
Dniva12481;AT3G21130
Dniva31149;AT1G47250
Dniva12482;AT1G47250
Dniva4165;AT2G47630
Dniva1249;AT2G47630
Dniva31178;AT1G47420
Dniva12496;AT1G47420
Dniva21991;AT5G10110
Dniva12503;AT5G10110
Dniva17619;AT1G45000
Dniva31162;AT1G45000
Dniva9011;AT1G45000
Dniva12505;AT1G45000
Dniva30419;AT1G57820
Dniva33250;AT1G57820
Dniva4748;AT1G57820
Dniva12518;AT1G57820
Dniva23782;AT4G25570
Dniva12528;AT4G25570
Dniva20895;AT4G25720
Dniva23835;AT4G25720
Dniva12532;AT4G25720
Dniva23784;AT5G52200
Dniva12539;AT5G52200
Dniva8980;AT1G75710
Dniva12543;AT1G75710
Dniva18749;AT4G39280
Dniva24821;AT4G39280
Dniva24822;AT4G39280
Dniva26722;AT4G39280
Dniva32276;AT4G39280
Dniva32279;AT4G39280
Dniva12546;AT4G39280
Dniva25572;AT5G23810
Dniva25573;AT5G23810
Dniva12547;AT5G23810
Dniva23824;AT5G52470
Dniva23828;AT5G52470
Dniva12554;AT5G52470
Dniva8768;AT5G39330
Dniva12564;AT5G39330
Dniva4561;AT4G25000
Dniva12566;AT4G25000
Dniva23654;AT4G25160
Dniva12567;AT4G25160
Dniva23579;AT4G24810
Dniva12570;AT4G24810
Dniva16;AT4G25100
Dniva16387;AT4G25100
Dniva12576;AT4G25100
Dniva15032;AT5G42010
Dniva21861;AT5G42010
Dniva33455;AT5G42010
Dniva893;AT5G42010
Dniva12590;AT5G42010
Dniva4769;AT4G25315
Dniva12591;AT4G25315
Dniva13306;AT5G27510
Dniva13314;AT5G27510
Dniva22364;AT5G27510
Dniva23238;AT5G27510
Dniva32703;AT5G27510
Dniva126;AT5G27510
Dniva23677;AT4G25240
Dniva12601;AT4G25240
Dniva12616;AT4G25170
Dniva12610;AT4G25170
Dniva12657;AT1G24300
Dniva12636;AT1G24300
Dniva8431;AT1G79320
Dniva8438;AT1G79320
Dniva12647;AT1G79320
Dniva22615;AT5G14420
Dniva6231;AT5G14420
Dniva6259;AT5G14420
Dniva12658;AT5G14420
Dniva1281;AT2G47550
Dniva1266;AT2G47550
Dniva29054;AT4G05095
Dniva5396;AT4G05095
Dniva12674;AT4G05095
Dniva13602;AT1G20050
Dniva12677;AT1G20050
Dniva23513;AT5G49720
Dniva16056;AT1G01630
Dniva16077;AT1G01630
Dniva12691;AT1G01630
Dniva31479;AT4G05230
Dniva31484;AT4G05230
Dniva31509;AT4G05230
Dniva12693;AT4G05230
Dniva61;AT5G50950
Dniva1270;AT5G50950
Dniva14702;AT1G10780
Dniva12700;AT1G10780
Dniva2573;AT3G49400
Dniva12706;AT3G49400
Dniva20911;AT4G24280
Dniva7452;AT4G24280
Dniva8;AT4G24280
Dniva12707;AT4G24280
Dniva15139;AT1G09150
Dniva26391;AT1G09150
Dniva12720;AT1G09150
Dniva12837;AT1G78172
Dniva27986;AT1G78172
Dniva8553;AT1G78172
Dniva12722;AT1G78172
Dniva12767;AT1G25275
Dniva12733;AT1G25275
Dniva12862;AT1G25330
Dniva12746;AT1G25330
Dniva13950;AT1G25350
Dniva24681;AT1G25350
Dniva30415;AT1G25350
Dniva12750;AT1G25350
Dniva8496;AT5G54330
Dniva12840;AT5G54330
Dniva8554;AT5G54330
Dniva20510;AT5G54330
Dniva8568;AT5G54330
Dniva23664;AT5G54330
Dniva8569;AT5G54330
Dniva24012;AT5G54330
Dniva24087;AT5G54330
Dniva24101;AT5G54330
Dniva24107;AT5G54330
Dniva24110;AT5G54330
Dniva24167;AT5G54330
Dniva24197;AT5G54330
Dniva27451;AT5G54330
Dniva27458;AT5G54330
Dniva27512;AT5G54330
Dniva32939;AT5G54330
Dniva32940;AT5G54330
Dniva33275;AT5G54330
Dniva5346;AT5G54330
Dniva5573;AT5G54330
Dniva5587;AT5G54330
Dniva8488;AT5G54330
Dniva12757;AT5G54330
Dniva12776;AT1G26480
Dniva7166;AT1G26480
Dniva12770;AT1G26480
Dniva12785;AT1G26560
Dniva12854;AT1G26560
Dniva12778;AT1G26560
Dniva16042;AT3G62660
Dniva1278;AT3G62660
Dniva1431;AT2G17305
Dniva27504;AT2G17305
Dniva27505;AT2G17305
Dniva27522;AT2G17305
Dniva27527;AT2G17305
Dniva12782;AT2G17305
Dniva539;AT2G03690
Dniva12790;AT2G03690
Dniva28541;AT3G58100
Dniva3486;AT3G58100
Dniva128;AT3G58100
Dniva2154;AT4G08380
Dniva12804;AT4G08380
Dniva12811;AT1G25580
Dniva12807;AT1G25580
Dniva9813;AT1G69120
Dniva12813;AT1G69120
Dniva9003;AT1G26110
Dniva12815;AT1G26110
Dniva527;AT2G03670
Dniva12821;AT2G03670
Dniva9811;AT1G69240
Dniva12833;AT2G43960
Dniva12838;AT2G43960
Dniva12830;AT2G43960
Dniva12865;AT1G26760
Dniva30746;AT1G26760
Dniva12839;AT1G26760
Dniva12844;AT5G53760
Dniva20089;AT3G60720
Dniva4255;AT3G60720
Dniva12851;AT3G60720
Dniva12856;AT1G26750
Dniva30783;AT1G26750
Dniva12853;AT1G26750
Dniva30742;AT1G26761
Dniva12863;AT1G26761
Dniva30758;AT1G26740
Dniva12864;AT1G26740
Dniva30568;AT4G02640
Dniva12866;AT4G02640
Dniva12875;AT2G32260
Dniva15604;AT2G32260
Dniva15612;AT2G32260
Dniva30928;AT2G32260
Dniva5733;AT2G32260
Dniva12869;AT2G32260
Dniva29260;AT1G26840
Dniva9900;AT1G26840
Dniva12883;AT1G26840
Dniva13295;AT1G27000
Dniva12888;AT1G27000
Dniva9934;AT1G69850
Dniva12895;AT1G69850
Dniva13653;AT1G67390
Dniva20271;AT1G67390
Dniva12896;AT1G67390
Dniva1301;AT2G45350
Dniva1290;AT2G45350
Dniva12902;AT3G03300
Dniva12927;AT1G27120
Dniva12917;AT1G27120
Dniva16882;AT5G39640
Dniva16894;AT5G39640
Dniva24903;AT5G39640
Dniva8175;AT5G39640
Dniva12929;AT5G39640
Dniva1968;AT2G44050
Dniva1293;AT2G44050
Dniva21454;AT5G05000
Dniva1294;AT5G05000
Dniva12942;AT1G24050
Dniva12964;AT1G24050
Dniva12940;AT1G24050
Dniva27060;AT3G17620
Dniva3904;AT3G17620
Dniva12944;AT3G17620
Dniva12976;AT1G24020
Dniva12950;AT1G24020
Dniva12960;AT1G24100
Dniva12958;AT1G24100
Dniva23366;AT5G49340
Dniva6791;AT5G49340
Dniva12961;AT5G49340
Dniva9973;AT1G70140
Dniva12963;AT1G70140
Dniva13821;AT2G30810
Dniva12975;AT2G30810
Dniva9991;AT1G23870
Dniva12993;AT1G23870
Dniva4269;AT3G60800
Dniva1300;AT3G60800
Dniva25017;AT1G23730
Dniva13000;AT1G23730
Dniva9707;AT1G71010
Dniva13017;AT1G71010
Dniva13219;AT1G22810
Dniva13019;AT1G22810
Dniva2465;AT1G22950
Dniva13028;AT1G22950
Dniva9685;AT1G22970
Dniva13029;AT1G22970
Dniva14079;AT1G16520
Dniva13030;AT1G16520
Dniva9655;AT1G71380
Dniva13039;AT1G71380
Dniva13232;AT1G22800
Dniva13040;AT1G22800
Dniva24789;AT5G59790
Dniva30639;AT5G59790
Dniva30644;AT5G59790
Dniva13053;AT5G59790
Dniva23302;AT1G23400
Dniva13058;AT1G23400
Dniva13072;AT5G38020
Dniva20123;AT5G38020
Dniva2796;AT5G38020
Dniva2815;AT5G38020
Dniva30806;AT5G38020
Dniva7703;AT5G38020
Dniva13065;AT5G38020
Dniva17015;AT4G29970
Dniva17020;AT4G29970
Dniva17170;AT4G29970
Dniva17820;AT4G29970
Dniva13088;AT4G29970
Dniva26580;AT4G38440
Dniva1310;AT4G38440
Dniva3413;AT3G55920
Dniva13104;AT3G55920
Dniva9549;AT1G22540
Dniva9550;AT1G22540
Dniva9552;AT1G22540
Dniva13107;AT1G22540
Dniva14940;AT1G22660
Dniva13112;AT1G22660
Dniva21000;AT5G02110
Dniva21080;AT5G02110
Dniva6135;AT5G02110
Dniva13123;AT5G02110
Dniva21317;AT5G04045
Dniva21318;AT5G04045
Dniva13125;AT5G04045
Dniva1331;AT2G46710
Dniva1863;AT2G46710
Dniva1314;AT2G46710
Dniva13166;AT2G07820
Dniva13143;AT2G07820
Dniva21315;AT5G04050
Dniva13147;AT5G04050
Dniva23195;AT5G26570
Dniva6485;AT5G26570
Dniva1315;AT5G26570
Dniva56;ATCG00420
Dniva13153;ATCG00420
Dniva3987;AT3G61610
Dniva5739;AT3G61610
Dniva13157;AT3G61610
Dniva21496;AT1G22240
Dniva13169;AT1G22240
Dniva1941;AT2G44020
Dniva1317;AT2G44020
Dniva6530;ATCG00790
Dniva13180;ATCG00790
Dniva1864;AT2G46720
Dniva1319;AT2G46720
Dniva32015;AT4G10490
Dniva32033;AT4G10490
Dniva13218;AT4G10490
Dniva13221;AT1G22180
Dniva13220;AT1G22180
Dniva8578;AT1G22200
Dniva13224;AT1G22200
Dniva13230;AT1G22170
Dniva13228;AT1G22170
Dniva28846;AT1G21920
Dniva33428;AT1G21920
Dniva13241;AT1G21920
Dniva13246;AT1G22060
Dniva13242;AT1G22060
Dniva13690;AT1G21970
Dniva13243;AT1G21970
Dniva17588;AT3G32960
Dniva25187;AT3G32960
Dniva28175;AT3G32960
Dniva28177;AT3G32960
Dniva28334;AT3G32960
Dniva3029;AT3G32960
Dniva9491;AT3G32960
Dniva13268;AT3G32960
Dniva29181;AT4G23730
Dniva13276;AT4G23730
Dniva19206;AT3G19780
Dniva13277;AT3G19780
Dniva13301;AT2G19050
Dniva13308;AT2G19050
Dniva13309;AT2G19050
Dniva20306;AT2G19050
Dniva20307;AT2G19050
Dniva13286;AT2G19050
Dniva659;AT2G02560
Dniva13289;AT2G02560
Dniva140;AT2G42320
Dniva27183;AT2G42320
Dniva3507;AT2G42320
Dniva3508;AT2G42320
Dniva4064;AT2G42320
Dniva13300;AT2G42320
Dniva5960;AT2G47430
Dniva5964;AT2G47430
Dniva1334;AT2G47430
Dniva5355;AT1G49015
Dniva5468;AT1G49015
Dniva13341;AT1G49015
Dniva13402;AT1G21100
Dniva13403;AT1G21100
Dniva13405;AT1G21100
Dniva13346;AT1G21100
Dniva8775;AT1G76810
Dniva13349;AT1G76810
Dniva2410;AT3G49590
Dniva13357;AT3G49590
Dniva7631;AT2G38180
Dniva13368;AT2G38180
Dniva8777;AT1G76930
Dniva13372;AT1G76930
Dniva24100;AT3G55380
Dniva3478;AT3G55380
Dniva13373;AT3G55380
Dniva26991;AT4G37150
Dniva26992;AT4G37150
Dniva33177;AT4G37150
Dniva13377;AT4G37150
Dniva8738;AT1G21540
Dniva13378;AT1G21540
Dniva8741;AT1G21580
Dniva13379;AT1G21580
Dniva4307;AT3G62310
Dniva1338;AT3G62310
Dniva5734;AT1G21590
Dniva13381;AT1G21590
Dniva8747;AT1G21460
Dniva8751;AT1G21460
Dniva8752;AT1G21460
Dniva13382;AT1G21460
Dniva8745;AT1G77130
Dniva13383;AT1G77130
Dniva13389;AT1G21520
Dniva13392;AT1G21520
Dniva13400;AT1G21520
Dniva13401;AT1G21520
Dniva13385;AT1G21520
Dniva25329;AT5G25900
Dniva13395;AT5G25900
Dniva5581;AT3G62850
Dniva15693;AT3G62850
Dniva8229;AT3G62850
Dniva16905;AT3G62850
Dniva8271;AT3G62850
Dniva19240;AT3G62850
Dniva8851;AT3G62850
Dniva19601;AT3G62850
Dniva9586;AT3G62850
Dniva22972;AT3G62850
Dniva22977;AT3G62850
Dniva24111;AT3G62850
Dniva24873;AT3G62850
Dniva26213;AT3G62850
Dniva26214;AT3G62850
Dniva26228;AT3G62850
Dniva26232;AT3G62850
Dniva26240;AT3G62850
Dniva26863;AT3G62850
Dniva27768;AT3G62850
Dniva27959;AT3G62850
Dniva30062;AT3G62850
Dniva4766;AT3G62850
Dniva4770;AT3G62850
Dniva5571;AT3G62850
Dniva13409;AT3G62850
Dniva14921;AT3G54550
Dniva3101;AT3G54550
Dniva13410;AT3G54550
Dniva23313;AT5G27270
Dniva13419;AT5G27270
Dniva30680;AT2G02400
Dniva13425;AT2G02400
Dniva150;AT1G20960
Dniva156;AT1G20960
Dniva161;AT1G20960
Dniva21350;AT1G20960
Dniva13429;AT1G20960
Dniva8824;AT1G20950
Dniva13434;AT1G20950
Dniva8849;AT1G20970
Dniva13436;AT1G20970
Dniva458;AT2G02390
Dniva13440;AT2G02390
Dniva8822;AT1G20650
Dniva13450;AT1G20650
Dniva13461;AT1G20760
Dniva13454;AT1G20760
Dniva13457;AT1G20720
Dniva13455;AT1G20720
Dniva24848;AT1G20810
Dniva13462;AT1G20810
Dniva17297;AT1G50200
Dniva22991;AT1G50200
Dniva5191;AT1G50200
Dniva5202;AT1G50200
Dniva13463;AT1G50200
Dniva13482;AT1G20500
Dniva13489;AT1G20500
Dniva13505;AT1G20500
Dniva13479;AT1G20500
Dniva30526;AT4G02060
Dniva1348;AT4G02060
Dniva17797;AT3G10310
Dniva18099;AT3G10310
Dniva13481;AT3G10310
Dniva13515;AT5G39680
Dniva33148;AT5G39680
Dniva13487;AT5G39680
Dniva16959;AT4G04220
Dniva18239;AT4G04220
Dniva13491;AT4G04220
Dniva23558;AT1G69040
Dniva24712;AT1G69040
Dniva9716;AT1G69040
Dniva9838;AT1G69040
Dniva13495;AT1G69040
Dniva32497;AT3G47540
Dniva5853;AT3G47540
Dniva5965;AT3G47540
Dniva13500;AT3G47540
Dniva17482;AT3G16740
Dniva1775;AT3G16740
Dniva18865;AT3G16740
Dniva27456;AT3G16740
Dniva27486;AT3G16740
Dniva9631;AT3G16740
Dniva13501;AT3G16740
Dniva13512;AT1G20530
Dniva13516;AT1G20530
Dniva13504;AT1G20530
Dniva13507;AT1G20510
Dniva8904;AT1G20540
Dniva13520;AT1G20540
Dniva27254;AT1G20630
Dniva13522;AT1G20630
Dniva978;AT3G44160
Dniva13532;AT3G44160
Dniva2933;AT1G20320
Dniva2935;AT1G20320
Dniva13535;AT1G20320
Dniva2706;AT3G47860
Dniva13539;AT3G47860
Dniva21669;AT5G06130
Dniva13555;AT5G06130
Dniva16699;AT1G19900
Dniva29728;AT1G19900
Dniva8966;AT1G19900
Dniva13557;AT1G19900
Dniva13763;AT1G18200
Dniva13559;AT1G18200
Dniva21928;AT4G22280
Dniva4387;AT4G22280
Dniva7555;AT4G22280
Dniva13563;AT4G22280
Dniva13567;AT1G19770
Dniva13566;AT1G19770
Dniva14449;AT1G19800
Dniva13569;AT1G19800
Dniva24909;AT5G60690
Dniva13571;AT5G60690
Dniva9010;AT1G19740
Dniva13573;AT1G19740
Dniva14021;AT2G07200
Dniva19073;AT2G07200
Dniva22323;AT2G07200
Dniva23982;AT2G07200
Dniva24061;AT2G07200
Dniva28576;AT2G07200
Dniva28702;AT2G07200
Dniva28871;AT2G07200
Dniva32689;AT2G07200
Dniva7034;AT2G07200
Dniva9904;AT2G07200
Dniva13577;AT2G07200
Dniva6295;AT1G20160
Dniva13586;AT1G20160
Dniva18117;AT5G10270
Dniva23225;AT5G10270
Dniva25826;AT5G10270
Dniva25940;AT5G10270
Dniva26211;AT5G10270
Dniva26212;AT5G10270
Dniva28837;AT5G10270
Dniva13587;AT5G10270
Dniva8886;AT1G20200
Dniva13588;AT1G20200
Dniva2721;AT1G19990
Dniva13593;AT1G19990
Dniva8983;AT1G19980
Dniva13594;AT1G19980
Dniva29852;AT4G18910
Dniva29855;AT4G18910
Dniva7088;AT4G18910
Dniva7433;AT4G18910
Dniva13596;AT4G18910
Dniva1380;AT2G47210
Dniva1360;AT2G47210
Dniva16196;AT5G47200
Dniva30074;AT5G47200
Dniva13600;AT5G47200
Dniva17641;AT1G66100
Dniva17697;AT1G66100
Dniva17743;AT1G66100
Dniva17744;AT1G66100
Dniva17745;AT1G66100
Dniva17839;AT1G66100
Dniva13612;AT1G66100
Dniva13618;AT1G19570
Dniva13622;AT1G19570
Dniva13614;AT1G19570
Dniva23126;AT1G19500
Dniva13623;AT1G19500
Dniva23138;AT1G19510
Dniva13624;AT1G19510
Dniva28470;AT1G19530
Dniva13628;AT1G19530
Dniva17947;AT1G51970
Dniva5069;AT1G51970
Dniva13634;AT1G51970
Dniva9033;AT1G19360
Dniva13638;AT1G19360
Dniva1378;AT2G47190
Dniva1381;AT2G47190
Dniva1365;AT2G47190
Dniva2021;AT2G39570
Dniva13656;AT2G39570
Dniva26076;AT4G01985
Dniva30499;AT4G01985
Dniva13658;AT4G01985
Dniva20979;AT5G01270
Dniva21045;AT5G01270
Dniva4504;AT5G01270
Dniva13661;AT5G01270
Dniva20403;AT2G17510
Dniva13662;AT2G17510
Dniva25897;AT5G62190
Dniva13683;AT5G62190
Dniva557;AT1G19190
Dniva558;AT1G19190
Dniva13688;AT1G19190
Dniva31436;AT4G04972
Dniva13695;AT4G04972
Dniva22595;AT5G14600
Dniva23767;AT5G14600
Dniva13703;AT5G14600
Dniva13711;AT4G04980
Dniva31453;AT4G04980
Dniva13704;AT4G04980
Dniva31460;AT4G04980
Dniva24349;AT4G04960
Dniva31425;AT4G04960
Dniva13708;AT4G04960
Dniva31408;AT4G04870
Dniva13716;AT4G04870
Dniva13719;AT4G04880
Dniva31409;AT4G04880
Dniva13717;AT4G04880
Dniva16202;AT5G47330
Dniva26973;AT5G47330
Dniva13726;AT5G47330
Dniva9281;AT1G18260
Dniva13728;AT1G18260
Dniva25341;AT5G25580
Dniva13742;AT5G25580
Dniva33414;AT1G18440
Dniva13744;AT1G18440
Dniva6991;AT2G34560
Dniva13746;AT2G34560
Dniva15186;AT1G08480
Dniva13765;AT1G08480
Dniva9272;AT1G18180
Dniva13767;AT1G18180
Dniva9271;AT1G73660
Dniva13772;AT1G73660
Dniva9303;AT1G17940
Dniva13779;AT1G17940
Dniva21586;AT1G17760
Dniva13781;AT1G17760
Dniva27549;AT1G17970
Dniva13788;AT1G17970
Dniva9073;AT1G18890
Dniva13799;AT1G18890
Dniva792;AT1G19010
Dniva13809;AT1G19010
Dniva9097;AT1G18950
Dniva13811;AT1G18950
Dniva23035;AT5G18640
Dniva23040;AT5G18640
Dniva13830;AT5G18640
Dniva33061;AT1G18790
Dniva13833;AT1G18790
Dniva16449;AT3G03590
Dniva19888;AT3G03590
Dniva31848;AT3G03590
Dniva13838;AT3G03590
Dniva9398;AT1G18710
Dniva13839;AT1G18710
Dniva5507;AT1G18620
Dniva13844;AT1G18620
Dniva9202;AT1G18610
Dniva13845;AT1G18610
Dniva14446;AT1G18630
Dniva13847;AT1G18630
Dniva6423;AT2G29050
Dniva13849;AT2G29050
Dniva30724;AT1G17690
Dniva13856;AT1G17690
Dniva15502;AT5G59470
Dniva1387;AT5G59470
Dniva21337;AT1G17580
Dniva13874;AT1G17580
Dniva9351;AT1G73030
Dniva13878;AT1G73030
Dniva2297;AT5G48780
Dniva13885;AT5G48780
Dniva7968;AT2G39445
Dniva13889;AT2G39445
Dniva1412;AT3G26320
Dniva1429;AT3G26320
Dniva2383;AT3G26320
Dniva24488;AT3G26320
Dniva1389;AT3G26320
Dniva9198;AT1G74050
Dniva13893;AT1G74050
Dniva13905;AT1G18560
Dniva14129;AT1G18560
Dniva13899;AT1G18560
Dniva8531;AT1G18600
Dniva13900;AT1G18600
Dniva415;AT3G25600
Dniva13903;AT3G25600
Dniva13940;AT1G17350
Dniva13911;AT1G17350
Dniva15400;AT1G06790
Dniva14115;AT1G15880
Dniva13920;AT1G15880
Dniva313;AT2G01290
Dniva76;AT2G01290
Dniva13933;AT2G01290
Dniva20477;AT4G34370
Dniva20491;AT4G34370
Dniva20507;AT4G34370
Dniva27473;AT4G34370
Dniva13944;AT4G34370
Dniva9511;AT1G17290
Dniva13945;AT1G17290
Dniva29711;AT4G20990
Dniva13966;AT4G20990
Dniva17408;AT2G01280
Dniva26484;AT2G01280
Dniva27518;AT2G01280
Dniva1397;AT2G01280
Dniva32121;AT4G09965
Dniva13974;AT4G09965
Dniva13996;AT1G17020
Dniva13975;AT1G17020
Dniva32991;AT4G25300
Dniva32992;AT4G25300
Dniva33018;AT4G25300
Dniva13984;AT4G25300
Dniva2307;AT1G45165
Dniva5247;AT1G45165
Dniva13999;AT1G45165
Dniva29794;AT4G19880
Dniva14;AT4G19880
Dniva16376;AT1G16840
Dniva14005;AT1G16840
Dniva8430;AT1G79230
Dniva14030;AT1G79230
Dniva15210;AT1G16440
Dniva14033;AT1G16440
Dniva25725;AT1G16410
Dniva14034;AT1G16410
Dniva15311;AT1G16430
Dniva22436;AT1G16430
Dniva836;AT1G16430
Dniva851;AT1G16430
Dniva14039;AT1G16430
Dniva8405;AT1G16470
Dniva14040;AT1G16470
Dniva8361;AT1G16310
Dniva14041;AT1G16310
Dniva17736;AT4G03040
Dniva18802;AT4G03040
Dniva26726;AT4G03040
Dniva14044;AT4G03040
Dniva23823;AT5G52440
Dniva14049;AT5G52440
Dniva17570;AT4G34170
Dniva28666;AT4G34170
Dniva14053;AT4G34170
Dniva8427;AT1G16610
Dniva14067;AT1G16610
Dniva3758;AT1G16810
Dniva14069;AT1G16810
Dniva25694;AT2G39390
Dniva7966;AT2G39390
Dniva1407;AT2G39390
Dniva32064;AT4G10280
Dniva14071;AT4G10280
Dniva3764;AT1G16830
Dniva14076;AT1G16830
Dniva14091;AT2G38365
Dniva14077;AT2G38365
Dniva14578;AT1G12950
Dniva1408;AT1G12950
Dniva14090;AT3G66656
Dniva17257;AT3G66656
Dniva14084;AT3G66656
Dniva8410;AT1G79030
Dniva14086;AT1G79030
Dniva19976;AT5G47320
Dniva14088;AT5G47320
Dniva14101;AT1G15790
Dniva14099;AT1G15790
Dniva21631;AT3G26560
Dniva30463;AT3G26560
Dniva8310;AT1G15860
Dniva14107;AT1G15860
Dniva8325;AT1G15960
Dniva14117;AT1G15960
Dniva14579;AT1G13110
Dniva22809;AT1G13110
Dniva1413;AT1G13110
Dniva230;AT1G15930
Dniva30999;AT1G15930
Dniva14133;AT1G15930
Dniva8374;AT1G79640
Dniva14140;AT1G79640
Dniva22899;AT5G16820
Dniva14145;AT5G16820
Dniva20670;AT2G17980
Dniva30299;AT2G17980
Dniva1416;AT2G17980
Dniva22508;AT1G15780
Dniva14163;AT1G15780
Dniva14184;AT1G15530
Dniva14164;AT1G15530
Dniva8217;AT1G15690
Dniva14170;AT1G15690
Dniva14178;AT1G15625
Dniva14177;AT1G15625
Dniva7690;AT1G14800
Dniva1425;AT1G14800
Dniva1426;AT1G14800
Dniva1428;AT1G14800
Dniva1430;AT1G14800
Dniva1432;AT1G14800
Dniva16177;AT1G14800
Dniva16178;AT1G14800
Dniva16680;AT1G14800
Dniva18255;AT1G14800
Dniva19148;AT1G14800
Dniva19327;AT1G14800
Dniva21316;AT1G14800
Dniva26134;AT1G14800
Dniva2787;AT1G14800
Dniva3020;AT1G14800
Dniva32717;AT1G14800
Dniva33342;AT1G14800
Dniva6451;AT1G14800
Dniva6459;AT1G14800
Dniva6767;AT1G14800
Dniva1418;AT1G14800
Dniva8260;AT1G15340
Dniva14191;AT1G15340
Dniva9099;AT1G15460
